body,quantity,value,unit,source,url,retrieved,note,sigma,record_id,solution_id
Deimos,periastron_advance,,deg/yr,"JPL Solar System Dynamics, Planetary Satellite Mean Elements, Mars table, solution MAR099",https://ssd.jpl.nasa.gov/sats/elem/,2026-09-15,"kind=ephemeris-fit; epoch=2000-01-01.5; timescale=TDB; reference_plane=ラプラス面; element_type=mean; not published in JPL SSD table; table gives P_apsis=0.0 for its rounded circular mean fit, so no inertial ϖ rate is inferred; coordinate_precession=not determinable; no uncertainty published; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=2; collate=conflict-one-empty",,SOL-0f20037b,
Charon,orbital_period_candidate,551854.08,s,NASA NSSDC Pluto Fact Sheet (user-held 6.3872 d),https://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on handheld P=551854.08 s = 6.3872 d; NSSDC fact sheet (no uncertainty); sigma_kind=none; 1 d=86400 s; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=partial; agree=2; candidate_for=Charon|orbital_period; spread=2.62656,,SOL-f0c72d43,
Charon,orbital_period_candidate,551856.43872,s,Buie M.W. Tholen D.J. Grundy W.M. 2012 AJ 144 15 (adopted two-body Keplerian P),https://doi.org/10.1088/0004-6256/144/1/15,2026-09-15,"kind=observed; two-body Keplerian fit to HST astrometry 1992-2010; orig P=6.3872273 d; 1-sigma orig 0.0000003 d = 0.02592 s; epoch JDT=2452600.5; frame=J2000 equatorial; elements=osculating two-body (paper adopts e=0); time system TT/TDB of JDT; conflict=NSSDC/handheld 6.3872 d and JPL SSD 6.387222 d; sigma_primary=verified; intake 2026-09-15; intake_row=2026-09-15; verified_by=原仮定者 2026-09-16; verified_at=Table 5 P (days) two-body orbit fit to Charon astrometry; verified_value=6.3872273(3) d; record_stream=1; collate=partial; candidate_for=Charon|orbital_period; spread=2.62656; value_confirmed=2026-09-16 (the original hypothesis author checked the cited table and column and the printed digits of this row against the confirmation record); definition=two-body Keplerian sidereal period of the relative orbit fitted to 1992-2010 HST astrometry with e fixed at 0 (1-sigma upper limit 7.5e-5), epoch JDT 2452600.5, J2000 reference frame, a=19573 +/- 2 km, i=96.218 +/- 0.008 deg, L=4.50177 +/- 0.00018 rad, Omega=3.89249 +/- 0.00012 rad; this is a DIFFERENT quantity from the 1800-2200 mean osculating period of the PLU060 solution (551855.8944 s) and from the Horizons osculating PR at a single epoch (551850.677 s at epoch A, 551853.070 s at epoch B); the ephemeris-reproduction check and the observation test are kept in separate ledgers; intake_check=2026-09-22 (request C, two independent external surveys; both reproduce 6.3872273 +/- 0.0000003 d)",0.02592,SOL-25d4320f,
Charon,orbital_period_candidate,551856.70656,s,"Buie et al. 2006, Astronomical Journal 132, 290–298",https://arxiv.org/abs/astro-ph/0512491,2026-09-15,kind=observed; epoch=HST ACS observations 2002–2003; timescale=UTC observation times; reference_plane=Pluto system barycentric sky-plane orbit; element_type=osculating; same-direction sidereal fitted period; orig 6.3872304 d; conflict=NASA NSSDCA Pluto Fact Sheet row; value_checked_by=external review 2026-09-16 (answer B); value_checked_at=arXiv astro-ph/0512491v2 Table 3 Period Charon and section 3 1-sigma DeltaChi2=1; value_checked_value=6.3872304(11) d; conversion=86400 s/d; value_checked records an external transcription check only and does NOT promote the sigma_primary mark (the original hypothesis author has not signed it off); sigma_primary=verified; intake 2026-09-15; intake_row=2026-09-15; verified_by=原仮定者 2026-09-16; verified_at=arXiv astro-ph/0512491v2 Table 3 Period (days) Charon column; verified_value=6.3872304(11) d; record_stream=2; collate=partial; candidate_for=Charon|orbital_period; spread=2.62656; value_confirmed=2026-09-16 (the original hypothesis author checked the cited table and column and the printed digits of this row against the confirmation record),0.09504,SOL-35a4132d,
Charon,eccentricity_candidate,0.0,1,Buie et al. 2012 AJ 144 15; JPL SSD PLU060; NSSDC Pluto Fact Sheet (user-held e=0.0),https://doi.org/10.1088/0004-6256/144/1/15; https://ssd.jpl.nasa.gov/sats/elem/,2026-09-15,"kind=observed; F4: adopted e=0.; 1-sigma upper_limit=7.5e-5 (Buie et al. 2012); not_applicable=periapsis longitude is undefined for a circular orbit at the adopted value; epoch JDT 2452600.5; frame=J2000; request was sigma-only on handheld e=0.0 — published 1-sigma is an upper limit not a Gaussian sigma on 0.0; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree; agree=2; candidate_for=Charon|eccentricity; definition=e adopted as 0 in the constrained circular two-body fit; the 7.5e-5 is a 1-sigma upper limit and NOT a Gaussian sigma on 0; this is a DIFFERENT quantity from the mean osculating e of an integrated orbit (0.000161 in the 1800-2200 mean of the PLU060 solution, 0.00005 in the 200-year mean of the PLU043 solution); intake_check=2026-09-22 (request C, two independent external surveys)",,SOL-c9329a01,
Charon,periastron_advance,,deg/yr,Buie et al. 2012 AJ 144 15; Brozovic et al. 2015 Icarus 246 317; JPL SSD PLU060,https://doi.org/10.1088/0004-6256/144/1/15; https://doi.org/10.1016/j.icarus.2014.03.015,2026-09-15,"F4: not_applicable=e adopted as 0 so periapsis is undefined; not published as a finite apsidal rate in Buie 2012 Brozovic 2015 or JPL SSD (P_apsis blank); sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree-both-empty; agree=2; definition=undefined at the adopted e=0 of the two-body fit; no finite apsidal rate is printed for Charon in the 2012, 2015 or 2024 solutions (both surveys; the 2015 Table 9 entry is a dash); intake_check=2026-09-22 (request C, two independent external surveys)",,SOL-eae84705,
Charon,mean_motion,56.362522,deg/day,Buie et al. 2012 AJ 144 15 (from P=6.3872273 d),https://doi.org/10.1088/0004-6256/144/1/15,2026-09-15,kind=observed; F4 companion row; n=360/P; orig P=6.3872273+/-0.0000003 d; n_sigma from dP: 360*0.0000003/P^2 = 2.65e-6 deg/d; epoch JDT 2452600.5; frame=J2000; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=only-1; sigma_propagated=0.00000265 (**一次資料に印字された 1σ ではない** — sigma 列へ入れない),,SOL-50ff1c42,
Miranda,orbital_period_candidate,122124.5856,s,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC period),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC P; orig 1.413479 d; 1 d=86400 s; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 n=254.6906573 deg/d implies P=360/n d consistent at the tabulated digits; epoch of Jacobson elements 2000 January 1.5 TDT; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree; agree=2; candidate_for=Miranda|orbital_period,,SOL-7a307665,
Miranda,eccentricity_candidate,0.0013,1,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC e),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC e; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 AJ 148 76 Table 2 e=0.00135 (no 1-sigma there either); spread vs Jacobson; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=partial; agree=2; candidate_for=Miranda|eccentricity; spread=5e-05,,SOL-12ff81a1,
Miranda,eccentricity_candidate,0.00135,1,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator (longitudes from Uranus-equator x ICRF-equator node); elements=mean; orig e=0.00135; sigma_kind=none; no 1-sigma in Table 2; conflict=NSSDC 0.0013; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=partial; candidate_for=Miranda|eccentricity; spread=5e-05; digits=1e-5 (rounding width of the printed 0.00135 - NOT a sigma); sigma_check=2 streams 2026-09-16 (both report that the cited table prints no symmetric 1-sigma for this element; the two streams count the significant digits differently - 3 and 5); a second sigma_kind= is NOT written here because the reader takes the first occurrence and the first one on this row is already the correct one,,SOL-4d4467d1,
Miranda,periastron_advance,20.0409,deg/yr,Jacobson R.A. 2014 AJ 148 76 Table 2 (dot-varpi),https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator; elements=mean; longitude of periapsis rate orig 20.0409 deg/yr; J2 plus satellite perturbations (not GR-separated); does NOT include Earth equinox precession; sigma_kind=none; no 1-sigma in Table 2; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=conflict-one-empty,,SOL-ccbaab0b,
Miranda,periastron_advance,,deg/yr,"JPL Solar System Dynamics, Planetary Satellite Mean Elements, Uranus table, solution URA182",https://ssd.jpl.nasa.gov/sats/elem/,2026-09-15,kind=ephemeris-fit; epoch=2000-01-01.5; timescale=TDB; reference_plane=赤道面; element_type=mean; not published in JPL SSD table; coordinate_precession=not determinable for requested inertial longitude ϖ because P_apsis is for argument of periapsis ω; F2 stopped at different definition; no uncertainty published; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=2; collate=conflict-one-empty,,SOL-9f26ed59,
Miranda,mean_motion,254.6906573,deg/day,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; orig n=254.6906573 deg/d; epoch 2000 Jan 1.5 TDT; frame=Uranus mean equator; elements=mean; sigma_kind=none; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=only-1; intake_check=2026-09-23 (request D: one survey reproduces lambda_dot=254.6906573 deg/d from Table 2 with no printed sigma; the other could not open the table); intake_agreement=1of2; digits=1e-7 deg/d (rounding width of the printed lambda_dot - NOT a sigma),,SOL-6c790395,
Ariel,orbital_period_candidate,217760.7456,s,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC period),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC P; orig 2.520379 d; 1 d=86400 s; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 n=142.8356506 deg/d implies P=360/n d consistent at the tabulated digits; epoch of Jacobson elements 2000 January 1.5 TDT; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree; agree=2; candidate_for=Ariel|orbital_period,,SOL-16f337e5,
Ariel,eccentricity_candidate,0.0012,1,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC e),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC e; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 AJ 148 76 Table 2 e=0.00122 (no 1-sigma there either); spread vs Jacobson; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=partial; agree=2; candidate_for=Ariel|eccentricity; spread=2e-05,,SOL-0e90ae73,
Ariel,eccentricity_candidate,0.00122,1,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator (longitudes from Uranus-equator x ICRF-equator node); elements=mean; orig e=0.00122; sigma_kind=none; no 1-sigma in Table 2; conflict=NSSDC 0.0012; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=partial; candidate_for=Ariel|eccentricity; spread=2e-05; digits=1e-5 (rounding width of the printed 0.00122 - NOT a sigma); sigma_check=2 streams 2026-09-16 (both report that the cited table prints no symmetric 1-sigma for this element; the two streams count the significant digits differently - 3 and 5); a second sigma_kind= is NOT written here because the reader takes the first occurrence and the first one on this row is already the correct one,,SOL-039a2cbe,
Ariel,periastron_advance,6.2308,deg/yr,Jacobson R.A. 2014 AJ 148 76 Table 2 (dot-varpi),https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator; elements=mean; longitude of periapsis rate orig 6.2308 deg/yr; J2 plus satellite perturbations (not GR-separated); does NOT include Earth equinox precession; sigma_kind=none; no 1-sigma in Table 2; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=conflict-one-empty,,SOL-9f9d94f8,
Ariel,periastron_advance,,deg/yr,"JPL Solar System Dynamics, Planetary Satellite Mean Elements, Uranus table, solution URA182",https://ssd.jpl.nasa.gov/sats/elem/,2026-09-15,kind=ephemeris-fit; epoch=2000-01-01.5; timescale=TDB; reference_plane=赤道面; element_type=mean; not published in JPL SSD table; coordinate_precession=not determinable for requested inertial longitude ϖ because P_apsis is for argument of periapsis ω; F2 stopped at different definition; no uncertainty published; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=2; collate=conflict-one-empty,,SOL-4a25b131,
Ariel,mean_motion,142.8356506,deg/day,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; orig n=142.8356506 deg/d; epoch 2000 Jan 1.5 TDT; frame=Uranus mean equator; elements=mean; sigma_kind=none; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=only-1; intake_check=2026-09-23 (request D: one survey reproduces lambda_dot=142.8356506 deg/d from Table 2 with no printed sigma; the other could not open the table); intake_agreement=1of2; digits=1e-7 deg/d (rounding width of the printed lambda_dot - NOT a sigma),,SOL-47a34fc3,
Umbriel,orbital_period_candidate,358056.8064,s,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC period),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC P; orig 4.144176 d; 1 d=86400 s; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 n=86.8688753 deg/d implies P=360/n d consistent at the tabulated digits; epoch of Jacobson elements 2000 January 1.5 TDT; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree; agree=2; candidate_for=Umbriel|orbital_period,,SOL-0030545e,
Umbriel,eccentricity_candidate,0.0039,1,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC e),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC e; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 AJ 148 76 Table 2 e=0.00394 (no 1-sigma there either); spread vs Jacobson; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=partial; agree=2; candidate_for=Umbriel|eccentricity; spread=4e-05,,SOL-4e4775ed,
Umbriel,eccentricity_candidate,0.00394,1,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator (longitudes from Uranus-equator x ICRF-equator node); elements=mean; orig e=0.00394; sigma_kind=none; no 1-sigma in Table 2; conflict=NSSDC 0.0039; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=partial; candidate_for=Umbriel|eccentricity; spread=4e-05; digits=1e-5 (rounding width of the printed 0.00394 - NOT a sigma); sigma_check=2 streams 2026-09-16 (both report that the cited table prints no symmetric 1-sigma for this element; the two streams count the significant digits differently - 3 and 5); a second sigma_kind= is NOT written here because the reader takes the first occurrence and the first one on this row is already the correct one,,SOL-1e388b47,
Umbriel,periastron_advance,2.8428,deg/yr,Jacobson R.A. 2014 AJ 148 76 Table 2 (dot-varpi),https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator; elements=mean; longitude of periapsis rate orig 2.8428 deg/yr; J2 plus satellite perturbations (not GR-separated); does NOT include Earth equinox precession; sigma_kind=none; no 1-sigma in Table 2; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=conflict-one-empty,,SOL-a10fc0b7,
Umbriel,periastron_advance,,deg/yr,"JPL Solar System Dynamics, Planetary Satellite Mean Elements, Uranus table, solution URA182",https://ssd.jpl.nasa.gov/sats/elem/,2026-09-15,kind=ephemeris-fit; epoch=2000-01-01.5; timescale=TDB; reference_plane=赤道面; element_type=mean; not published in JPL SSD table; coordinate_precession=not determinable for requested inertial longitude ϖ because P_apsis is for argument of periapsis ω; F2 stopped at different definition; no uncertainty published; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=2; collate=conflict-one-empty,,SOL-d4f1ff70,
Umbriel,mean_motion,86.8688753,deg/day,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; orig n=86.8688753 deg/d; epoch 2000 Jan 1.5 TDT; frame=Uranus mean equator; elements=mean; sigma_kind=none; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=only-1; intake_check=2026-09-23 (request D: one survey reproduces lambda_dot=86.8688753 deg/d from Table 2 with no printed sigma; the other could not open the table); intake_agreement=1of2; digits=1e-7 deg/d (rounding width of the printed lambda_dot - NOT a sigma),,SOL-48e882d5,
Titania,orbital_period_candidate,752186.9088,s,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC period),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC P; orig 8.705867 d; 1 d=86400 s; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 n=41.3514187 deg/d implies P=360/n d consistent at the tabulated digits; epoch of Jacobson elements 2000 January 1.5 TDT; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree; agree=2; candidate_for=Titania|orbital_period,,SOL-1495f2ab,
Titania,eccentricity_candidate,0.0011,1,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC e),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC e; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 AJ 148 76 Table 2 e=0.00123 (no 1-sigma there either); spread vs Jacobson; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=partial; agree=2; candidate_for=Titania|eccentricity; spread=0.00013,,SOL-1ab85e58,
Titania,eccentricity_candidate,0.00123,1,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator (longitudes from Uranus-equator x ICRF-equator node); elements=mean; orig e=0.00123; sigma_kind=none; no 1-sigma in Table 2; conflict=NSSDC 0.0011; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=partial; candidate_for=Titania|eccentricity; spread=0.00013; digits=1e-5 (rounding width of the printed 0.00123 - NOT a sigma); sigma_check=2 streams 2026-09-16 (both report that the cited table prints no symmetric 1-sigma for this element; the two streams count the significant digits differently - 3 and 5); a second sigma_kind= is NOT written here because the reader takes the first occurrence and the first one on this row is already the correct one,,SOL-7e80875f,
Titania,periastron_advance,0.9993,deg/yr,Jacobson R.A. 2014 AJ 148 76 Table 2 (dot-varpi),https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator; elements=mean; longitude of periapsis rate orig 0.9993 deg/yr; J2 plus satellite perturbations (not GR-separated); does NOT include Earth equinox precession; sigma_kind=none; no 1-sigma in Table 2; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=conflict-one-empty,,SOL-32936cb8,
Titania,periastron_advance,,deg/yr,"JPL Solar System Dynamics, Planetary Satellite Mean Elements, Uranus table, solution URA182",https://ssd.jpl.nasa.gov/sats/elem/,2026-09-15,kind=ephemeris-fit; epoch=2000-01-01.5; timescale=TDB; reference_plane=赤道面; element_type=mean; not published in JPL SSD table; coordinate_precession=not determinable for requested inertial longitude ϖ because P_apsis is for argument of periapsis ω; F2 stopped at different definition; no uncertainty published; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=2; collate=conflict-one-empty,,SOL-a9d9ab05,
Titania,mean_motion,41.3514187,deg/day,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; orig n=41.3514187 deg/d; epoch 2000 Jan 1.5 TDT; frame=Uranus mean equator; elements=mean; sigma_kind=none; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=only-1; intake_check=2026-09-23 (request D: one survey reproduces lambda_dot=41.3514187 deg/d from Table 2 with no printed sigma; the other could not open the table); intake_agreement=1of2; digits=1e-7 deg/d (rounding width of the printed lambda_dot - NOT a sigma),,SOL-f37678a4,
Oberon,orbital_period_candidate,1163223.4176,s,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC period),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC P; orig 13.463234 d; 1 d=86400 s; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 n=26.7394835 deg/d implies P=360/n d consistent at the tabulated digits; epoch of Jacobson elements 2000 January 1.5 TDT; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree; agree=2; candidate_for=Oberon|orbital_period,,SOL-3a2cac9e,
Oberon,eccentricity_candidate,0.0014,1,NASA NSSDC Uranian Satellite Fact Sheet (user-held NSSDC e),https://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html,2026-09-15,kind=ephemeris-fit; request was sigma-only on NSSDC e; NSSDC fact sheet (no uncertainty); sigma_kind=none; Jacobson 2014 AJ 148 76 Table 2 e=0.00140 (no 1-sigma there either); spread vs Jacobson; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree; agree=2; candidate_for=Oberon|eccentricity,,SOL-a9b4e95e,
Oberon,periastron_advance,0.2680,deg/yr,Jacobson R.A. 2014 AJ 148 76 Table 2 (dot-varpi),https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; epoch=2000 January 1.5 TDT; frame=Uranus mean equator; elements=mean; longitude of periapsis rate orig 0.2680 deg/yr; J2 plus satellite perturbations (not GR-separated); does NOT include Earth equinox precession; sigma_kind=none; no 1-sigma in Table 2; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=conflict-one-empty,,SOL-17abddbb,
Oberon,periastron_advance,,deg/yr,"JPL Solar System Dynamics, Planetary Satellite Mean Elements, Uranus table, solution URA182",https://ssd.jpl.nasa.gov/sats/elem/,2026-09-15,kind=ephemeris-fit; epoch=2000-01-01.5; timescale=TDB; reference_plane=赤道面; element_type=mean; not published in JPL SSD table; coordinate_precession=not determinable for requested inertial longitude ϖ because P_apsis is for argument of periapsis ω; F2 stopped at different definition; no uncertainty published; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=2; collate=conflict-one-empty,,SOL-785f9e0c,
Oberon,mean_motion,26.7394835,deg/day,Jacobson R.A. 2014 AJ 148 76 Table 2,https://doi.org/10.1088/0004-6256/148/5/76,2026-09-15,kind=ephemeris-fit; orig n=26.7394835 deg/d; epoch 2000 Jan 1.5 TDT; frame=Uranus mean equator; elements=mean; sigma_kind=none; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=only-1; intake_check=2026-09-23 (request D: one survey reproduces lambda_dot=26.7394835 deg/d from Table 2 with no printed sigma; the other could not open the table); intake_agreement=1of2; digits=1e-7 deg/d (rounding width of the printed lambda_dot - NOT a sigma),,SOL-f7ae17f4,
Miranda,rotation_period_candidate,122124.605723514,s,Archinal B.A. et al. 2018 CMDA 130:22 (IAU WGCCRE 2015 report) Table 2,https://doi.org/10.1007/s10569-017-9805-5,2026-09-15,kind=model-derived; IAU adopted; synchronous=yes (W=30.70-254.6906892 d deg with d in days from JD 2451545.0 TDB); sidereal rotation period = 360/254.6906892 d = 1.41347911 d; rotation set equal to the IAU adopted spin rate not an independently measured non-synchronous period; orig rate 254.6906892 deg/d; sigma_kind=none; no independent 1-sigma on a separately measured rotation period in Archinal Table 2; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=agree-rounding; agree=2; rounding_variant=122124.595068 (**同じ一次資料の換算で桁だけが違う転写** — 値は採らずここに残す); candidate_for=Miranda|rotation_period,,SOL-4cb0c279,
Triton,orbital_period_candidate,507760.1856,s,user-held value 5.876854 d consistent with Jacobson 2009 n=61.2572638 deg/d,https://doi.org/10.1088/0004-6256/137/5/4322,2026-09-15,kind=ephemeris-fit; request was sigma-only on handheld P=507760.1856 s; P=360/61.2572638 d=5.876854 d; 1 d=86400 s; epoch of Jacobson Table 6 2000 January 1.5 TDB; frame=local Laplace plane; elements=mean; retrograde orbit so mean motion is the magnitude of the sidereal angular rate; sigma_kind=none; no 1-sigma on n in Jacobson 2009 Table 6; JPL SSD NEP097 lists 5.876994 d=507772.2816 s (conflict); sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=partial; agree=2; candidate_for=Triton|orbital_period; spread=12.096,,SOL-d072c2df,
Triton,orbital_period_candidate,507772.2816,s,JPL SSD Planetary Satellite Mean Elements (Triton; ephemeris NEP097),https://ssd.jpl.nasa.gov/sats/elem/,2026-09-15,kind=ephemeris-fit; orig 5.876994 d; epoch=2000-01-01.5 TDB; frame=Laplace plane; elements=mean; retrograde; sigma_kind=none; conflict=Jacobson 2009 n-implied 5.876854 d; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1; collate=partial; candidate_for=Triton|orbital_period; spread=12.096,,SOL-82383de6,
Triton,eccentricity_candidate,0.000016,1,user-held value; Jacobson 2009 AJ 137 4322 Table 6 lists e=0.00001; JPL SSD lists 0.000,https://doi.org/10.1088/0004-6256/137/5/4322,2026-09-15,kind=ephemeris-fit; request was sigma-only on handheld e=0.000016; sigma_kind=none; no 1-sigma published; spread vs Jacobson 0.00001 and JPL 0.000; sigma_primary=unverified; intake 2026-09-15; intake_row=2026-09-15; verified_by=; record_stream=1+2; collate=partial; agree=2; candidate_for=Triton|eccentricity; spread=6e-06,,SOL-58f488df,
